,Date,Defect ID,Defect Qty,Downtime min,Vendor,Sub Category,Category,Material Type,Plant,Defect,Defect Type
224,2013-10-05,78,0,0,Funlax,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
225,2013-10-05,78,0,0,Funlax,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
226,2013-10-04,78,0,0,Dontam,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
227,2013-10-04,78,0,0,Strongtechnology,Mechanicals,Mechanicals,Raw Materials,"Kalamazoo, MI",Inclomplete,No Impact
228,2013-10-04,78,0,0,Strongtechnology,Mechanicals,Mechanicals,Raw Materials,"Kalamazoo, MI",Inclomplete,No Impact
229,2013-10-04,78,0,0,J-lax,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
230,2013-10-02,78,0,0,Medialax,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
231,2013-10-02,78,0,0,Villacom,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
232,2013-10-01,78,0,0,Villacom,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
233,2013-09-28,78,0,0,Funlax,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
234,2013-09-28,78,0,0,Ronlamice,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
235,2013-09-25,78,0,0,roundphase,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
236,2013-09-25,78,0,0,Condintex,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
237,2013-09-22,78,0,0,Medialax,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
238,2013-09-18,78,0,0,zotit,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
239,2013-09-17,78,0,0,zotit,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
240,2013-07-07,78,0,0,tamplex,Logistics,Logistics,Raw Materials,"Bangor, MI",Inclomplete,Rejected
241,2013-05-01,78,0,0,Singleholdings,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
242,2013-04-04,78,0,0,Flexplex,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
243,2013-04-04,78,0,0,Strongdax,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
244,2013-04-04,78,0,0,Medialax,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
245,2013-04-04,78,0,0,Villacom,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
246,2013-04-04,78,0,0,Villacom,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
247,2013-04-04,78,0,0,Ronvivalam,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
248,2013-04-04,78,0,0,Flexplex,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
249,2013-04-04,78,0,0,Treedrill,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
250,2013-04-04,78,0,0,Treedrill,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
251,2013-04-02,78,0,0,Rancan,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
252,2013-03-26,78,0,0,Treedrill,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
253,2013-03-26,78,0,0,Treedrill,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
254,2013-03-26,78,0,0,stripzim,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
255,2013-03-21,78,0,0,Goodquoing,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
256,2013-03-21,78,0,0,Flexplex,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
257,2013-03-20,78,0,0,Newzap,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Inclomplete,No Impact
258,2013-03-18,78,0,0,zotit,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
259,2013-03-14,78,0,0,Condintex,Mechanicals,Mechanicals,Raw Materials,"Lansing, MI",Inclomplete,No Impact
260,2013-03-14,78,0,0,Condintex,Mechanicals,Mechanicals,Raw Materials,"Lansing, MI",Inclomplete,No Impact
261,2013-03-14,78,0,0,Condintex,Mechanicals,Mechanicals,Raw Materials,"Lansing, MI",Inclomplete,No Impact
262,2013-03-11,78,0,0,Quotefix,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
263,2013-03-11,78,0,0,Tantax,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
264,2013-03-11,78,0,0,nimlab,Logistics,Logistics,Raw Materials,"Dayton, OH",Inclomplete,No Impact
265,2013-03-11,78,0,0,Matsanice,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
266,2013-03-11,78,0,0,bluecorporation,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
267,2013-03-11,78,0,0,bluecorporation,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Inclomplete,No Impact
268,2013-03-01,78,0,0,zotit,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
269,2013-03-01,78,0,0,apzone,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
270,2013-03-01,78,0,0,Scotcan,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Inclomplete,No Impact
271,2013-02-25,78,0,0,J-lax,Mechanicals,Mechanicals,Raw Materials,"Lansing, MI",Inclomplete,No Impact
272,2013-02-25,78,0,0,Duoflex,Mechanicals,Mechanicals,Raw Materials,"Lansing, MI",Inclomplete,No Impact
273,2013-02-23,78,0,0,Scotcan,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
274,2013-02-18,78,0,0,Condintex,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
275,2013-02-10,78,0,0,Condintex,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
276,2013-02-09,78,0,0,Rancan,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
277,2013-02-09,78,0,0,Rancan,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
278,2013-02-09,78,0,0,Strongtechnology,Mechanicals,Mechanicals,Raw Materials,"Lansing, MI",Inclomplete,No Impact
279,2013-02-09,78,0,0,Strongtechnology,Mechanicals,Mechanicals,Raw Materials,"Lansing, MI",Inclomplete,No Impact
280,2013-02-08,78,0,0,Villacom,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
281,2013-02-08,78,0,0,Streetplus,Mechanicals,Mechanicals,Raw Materials,"Lansing, MI",Inclomplete,No Impact
282,2013-02-05,78,0,0,Funlax,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
283,2013-02-05,78,0,0,Funlax,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
284,2013-02-04,78,0,0,Dontam,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
285,2013-02-04,78,0,0,Strongtechnology,Mechanicals,Mechanicals,Raw Materials,"Kalamazoo, MI",Inclomplete,No Impact
286,2013-02-04,78,0,0,Strongtechnology,Mechanicals,Mechanicals,Raw Materials,"Kalamazoo, MI",Inclomplete,No Impact
287,2013-02-04,78,0,0,J-lax,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
288,2013-02-02,78,0,0,Medialax,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
289,2013-02-02,78,0,0,Villacom,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
290,2013-02-01,78,0,0,Villacom,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
291,2013-01-28,78,0,0,Funlax,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
292,2013-01-28,78,0,0,Ronlamice,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
293,2013-01-25,78,0,0,roundphase,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
294,2013-01-25,78,0,0,Condintex,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
295,2013-01-22,78,0,0,Medialax,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
296,2013-01-18,78,0,0,zotit,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
297,2013-01-17,78,0,0,zotit,Mechanicals,Mechanicals,Raw Materials,"Toledo, OH",Inclomplete,No Impact
298,2014-12-21,69,0,0,Bamgeohigh,Logistics,Logistics,Raw Materials,"Milwaukee, Wi",Foreign Material,No Impact
299,2014-12-03,69,0,0,Singleholdings,Mechanicals,Mechanicals,Raw Materials,"Lansing, MI",Foreign Material,No Impact
300,2014-12-01,69,0,0,Linetone,Mechanicals,Mechanicals,Raw Materials,"Skokie, IL",Foreign Material,No Impact
301,2014-12-01,69,0,0,Linetone,Mechanicals,Mechanicals,Raw Materials,"Skokie, IL",Foreign Material,No Impact
302,2014-12-01,69,0,0,Linetone,Mechanicals,Mechanicals,Raw Materials,"Skokie, IL",Foreign Material,No Impact
303,2014-11-25,69,0,0,zummatax,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,Impact
304,2014-09-23,69,0,0,Fax-ex,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
305,2014-06-08,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
306,2014-06-08,69,0,0,planetron,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
307,2014-06-08,69,0,0,zummatax,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
308,2014-05-28,69,0,0,Subdrill,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
309,2014-05-26,69,0,0,Solozap,Logistics,Logistics,Raw Materials,Cincinnati OH,Foreign Material,No Impact
310,2014-05-10,69,0,0,Tamtexon,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,Impact
311,2014-03-09,69,0,0,O-job,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,Impact
312,2014-03-04,69,0,0,Daltfax,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
313,2014-02-13,69,0,0,O-job,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
314,2014-02-12,69,0,0,O-job,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
315,2014-02-07,69,0,0,K-is,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
316,2014-02-06,69,0,0,K-is,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
317,2014-02-06,69,0,0,Fax-ex,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
318,2014-02-01,69,0,0,Warelane,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,No Impact
319,2014-02-01,69,0,0,Warelane,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,No Impact
320,2014-01-15,69,0,0,Joyancom,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,No Impact
321,2014-01-14,69,0,0,Dingity,Mechanicals,Mechanicals,Raw Materials,"Green Bay, WI",Foreign Material,No Impact
322,2014-01-08,69,0,0,Canemedkix,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,Rejected
323,2014-01-08,69,0,0,planetron,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,Rejected
324,2014-01-05,69,0,0,O-job,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
325,2013-12-25,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
326,2013-12-24,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
327,2013-12-24,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
328,2013-12-24,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
329,2013-12-24,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
330,2013-12-24,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
331,2013-12-13,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
332,2013-12-13,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
333,2013-12-13,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
334,2013-12-12,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
335,2013-11-20,69,0,0,O-job,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,Rejected
336,2013-11-18,69,0,0,Singleholdings,Mechanicals,Mechanicals,Raw Materials,"Lansing, MI",Foreign Material,No Impact
337,2013-11-18,69,0,0,bluecorporation,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,No Impact
338,2013-11-15,69,0,0,Xx-canex,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,No Impact
339,2013-11-08,69,0,0,Singleholdings,Mechanicals,Mechanicals,Raw Materials,"Green Bay, WI",Foreign Material,No Impact
340,2013-09-28,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,Impact
341,2013-09-17,69,0,0,Fin-cone,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,Impact
342,2013-09-03,69,0,0,Duo-fase,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
343,2013-08-15,69,0,0,Viatom,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
344,2013-04-25,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
345,2013-04-24,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
346,2013-04-24,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
347,2013-04-24,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
348,2013-04-24,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
349,2013-04-24,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
350,2013-04-13,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
351,2013-04-13,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
352,2013-04-13,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
353,2013-04-12,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
354,2013-03-20,69,0,0,O-job,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,Rejected
355,2013-03-18,69,0,0,Singleholdings,Mechanicals,Mechanicals,Raw Materials,"Lansing, MI",Foreign Material,No Impact
356,2013-03-18,69,0,0,bluecorporation,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,No Impact
357,2013-03-15,69,0,0,Xx-canex,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,No Impact
358,2013-03-08,69,0,0,Singleholdings,Mechanicals,Mechanicals,Raw Materials,"Green Bay, WI",Foreign Material,No Impact
359,2013-01-28,69,0,0,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,Impact
360,2013-01-17,69,0,0,Fin-cone,Materials & Components,Materials & Components,Raw Materials,"Chicago, IL",Foreign Material,Impact
361,2013-01-03,69,0,0,Duo-fase,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,No Impact
362,2014-12-24,152,0,0,nimlab,Packaging,Packaging,Raw Materials,"Northbrook, IL",Out of Support,Rejected
363,2014-12-24,152,0,0,Iselectrics,Packaging,Packaging,Raw Materials,"Northbrook, IL",Out of Support,Rejected
364,2014-12-02,276,0,0,Ganzlane,Logistics,Logistics,Raw Materials,"Milwaukee, Wi",Mishandled,No Impact
365,2014-11-25,290,0,0,Canace,Packaging,Packaging,Raw Materials,"Northbrook, IL",Bad Parameters,No Impact
366,2014-11-19,290,0,0,Condexon,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,No Impact
367,2014-11-17,290,0,0,Zoodrill,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,No Impact
368,2014-11-12,290,0,0,Ronvivalam,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,No Impact
369,2014-11-01,290,0,0,Vivazim,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,No Impact
370,2014-11-01,290,0,0,Vivazim,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,No Impact
371,2014-10-27,290,0,0,Zoodrill,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,No Impact
372,2014-10-21,290,0,0,Ronplanet,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,Rejected
373,2014-10-20,105,0,0,techmedia,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Wrong Labeling,No Impact
374,2014-10-13,276,0,0,saltlab,Logistics,Logistics,Raw Materials,"Dayton, OH",Mishandled,No Impact
375,2014-10-12,25,0,0,Dontam,Logistics,Logistics,Raw Materials,"Dayton, OH",Misc,No Impact
376,2014-10-12,25,0,0,Dontam,Logistics,Logistics,Raw Materials,"Dayton, OH",Misc,No Impact
377,2014-10-12,152,0,0,Dontam,Logistics,Logistics,Raw Materials,"Dayton, OH",Out of Support,No Impact
378,2014-10-09,290,0,0,Vivazim,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,Rejected
379,2014-10-09,290,0,0,Ronvivalam,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,Rejected
380,2014-10-07,58,0,0,Zunhouse,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Incorrect Material,Rejected
381,2014-10-01,290,0,0,Ronvivalam,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,No Impact
382,2014-09-27,290,0,0,Zoodrill,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,No Impact
383,2014-09-27,290,0,0,Condexon,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,Impact
384,2014-09-23,290,0,0,Scotcan,Logistics,Logistics,Raw Materials,"Naperville, IL",Bad Parameters,No Impact
385,2014-09-21,64,0,0,Silver-line,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Out of Spec,No Impact
386,2014-09-20,290,0,0,Faxron,Logistics,Logistics,Raw Materials,"Dayton, OH",Bad Parameters,No Impact
387,2014-09-11,290,0,0,Siliconcore,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,No Impact
388,2014-09-11,290,0,0,Ronvivalam,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,No Impact
389,2014-09-10,290,0,0,nimlab,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,Impact
390,2014-09-09,290,0,0,Daltron,Goods & Services,Goods & Services,Raw Materials,"Monon, IN",Bad Parameters,No Impact
391,2014-09-03,290,0,0,Scotfase,Logistics,Logistics,Raw Materials,"Dayton, OH",Bad Parameters,No Impact
392,2014-08-31,112,0,0,Stimmedia,Logistics,Logistics,Raw Materials,Cincinnati OH,Holes,Rejected
393,2014-08-10,290,0,0,nimlab,Electrical,Electrical,Raw Materials,"Grand Rapids, MI",Bad Parameters,Rejected
394,2014-05-08,33,0,0,Jaylane,Packaging,Packaging,Raw Materials,"Detriot, MI",No Bar Code,No Impact
395,2014-03-13,64,0,0,Zotcare,Logistics,Logistics,Raw Materials,"Naperville, IL",Out of Spec,Impact
396,2014-03-11,141,0,0,Dontam,Logistics,Logistics,Raw Materials,"Dayton, OH",Incorrect Labeling,No Impact
397,2014-03-08,227,0,0,Medialax,Logistics,Logistics,Raw Materials,"Bangor, MI",Not Certified,No Impact
