AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,SCHEDULED_TIME,ELAPSED_TIME,DELAY_LEVEL
B6,RSW,JFK,2015-01-01 06:00:00,05:57:00,-3.0,08:41:00,08:39:00,-2.0,161.0,162.0,0
B6,PBI,JFK,2015-01-01 06:00:00,05:59:00,-1.0,08:34:00,08:43:00,9.0,154.0,164.0,0
B6,JFK,PBI,2015-01-01 06:00:00,05:54:00,-6.0,08:58:00,08:36:00,-22.0,178.0,162.0,0
B6,TPA,JFK,2015-01-01 06:00:00,05:53:00,-7.0,08:31:00,08:26:00,-5.0,151.0,153.0,0
B6,FLL,LGA,2015-01-01 06:00:00,05:59:00,-1.0,08:41:00,08:43:00,2.0,161.0,164.0,0
B6,OAK,LGB,2015-01-01 06:00:00,05:52:00,-8.0,07:20:00,07:10:00,-10.0,80.0,78.0,0
B6,LGA,FLL,2015-01-01 06:00:00,06:00:00,0.0,09:03:00,08:57:00,-6.0,183.0,177.0,0
B6,JFK,MCO,2015-01-01 06:00:00,05:57:00,-3.0,08:51:00,08:32:00,-19.0,171.0,155.0,0
B6,EWR,FLL,2015-01-01 06:00:00,05:56:00,-4.0,09:00:00,08:39:00,-21.0,180.0,163.0,0
B6,JFK,TPA,2015-01-01 06:00:00,05:54:00,-6.0,09:01:00,09:00:00,-1.0,181.0,186.0,0
B6,PSE,JFK,2015-01-01 06:00:00,05:57:00,-3.0,09:01:00,08:56:00,-5.0,241.0,239.0,0
B6,MSY,JFK,2015-01-01 06:00:00,05:50:00,-10.0,09:48:00,09:30:00,-18.0,168.0,160.0,0
B6,AUS,JFK,2015-01-01 06:00:00,05:59:00,-1.0,10:23:00,10:13:00,-10.0,203.0,194.0,0
B6,BQN,JFK,2015-01-01 06:00:00,06:01:00,1.0,08:52:00,09:07:00,15.0,232.0,246.0,0
B6,TPA,BOS,2015-01-01 06:00:00,05:54:00,-6.0,08:53:00,08:41:00,-12.0,173.0,167.0,0
B6,JAX,JFK,2015-01-01 06:00:00,06:00:00,0.0,08:08:00,08:16:00,8.0,128.0,136.0,0
B6,DCA,BOS,2015-01-01 06:00:00,05:57:00,-3.0,07:24:00,07:25:00,1.0,84.0,88.0,0
DL,JFK,ATL,2015-01-01 06:00:00,06:05:00,5.0,08:43:00,08:24:00,-19.0,163.0,139.0,0
DL,LGA,DTW,2015-01-01 06:00:00,06:04:00,4.0,07:58:00,07:57:00,-1.0,118.0,113.0,0
DL,RNO,SLC,2015-01-01 06:00:00,06:00:00,0.0,08:40:00,08:58:00,18.0,100.0,118.0,0
DL,BOS,JFK,2015-01-01 06:00:00,05:56:00,-4.0,07:20:00,07:12:00,-8.0,80.0,76.0,0
DL,BOS,MSP,2015-01-01 06:00:00,06:00:00,0.0,08:30:00,08:32:00,2.0,210.0,212.0,0
DL,LGA,ATL,2015-01-01 06:00:00,06:01:00,1.0,08:39:00,08:07:00,-32.0,159.0,126.0,0
DL,ORD,ATL,2015-01-01 06:00:00,06:02:00,2.0,09:07:00,08:46:00,-21.0,127.0,104.0,0
DL,ANC,MSP,2015-01-01 06:00:00,05:57:00,-3.0,14:17:00,13:37:00,-40.0,317.0,280.0,0
DL,ATW,ATL,2015-01-01 06:00:00,06:01:00,1.0,09:23:00,08:51:00,-32.0,143.0,110.0,0
DL,PHX,ATL,2015-01-01 06:00:00,08:04:00,124.0,11:27:00,13:14:00,107.0,207.0,190.0,2
DL,PNS,ATL,2015-01-01 06:00:00,05:54:00,-6.0,08:09:00,07:49:00,-20.0,69.0,55.0,0
DL,MCO,SLC,2015-01-01 06:00:00,05:54:00,-6.0,09:04:00,08:54:00,-10.0,304.0,300.0,0
AA,DCA,MIA,2015-01-01 06:00:00,06:05:00,5.0,08:37:00,08:36:00,-1.0,157.0,151.0,0
DL,RIC,ATL,2015-01-01 06:00:00,05:54:00,-6.0,07:53:00,07:25:00,-28.0,113.0,91.0,0
DL,LAX,ATL,2015-01-01 06:00:00,05:59:00,-1.0,13:10:00,12:50:00,-20.0,250.0,231.0,0
DL,BOS,ATL,2015-01-01 06:00:00,05:58:00,-2.0,09:11:00,08:49:00,-22.0,191.0,171.0,0
DL,LAS,DTW,2015-01-01 06:00:00,05:59:00,-1.0,12:53:00,12:31:00,-22.0,233.0,212.0,0
DL,OKC,ATL,2015-01-01 06:00:00,05:50:00,-10.0,09:04:00,09:01:00,-3.0,124.0,131.0,0
DL,MCO,MSP,2015-01-01 06:00:00,05:50:00,-10.0,08:29:00,08:22:00,-7.0,209.0,212.0,0
DL,MEM,ATL,2015-01-01 06:00:00,06:17:00,17.0,08:22:00,08:16:00,-6.0,82.0,59.0,1
DL,TUL,ATL,2015-01-01 06:00:00,05:55:00,-5.0,08:58:00,08:34:00,-24.0,118.0,99.0,0
DL,BWI,DTW,2015-01-01 06:00:00,05:51:00,-9.0,07:42:00,07:23:00,-19.0,102.0,92.0,0
B6,BOS,PHL,2015-01-01 06:00:00,05:54:00,-6.0,07:39:00,07:18:00,-21.0,99.0,84.0,0
B6,MCO,LGA,2015-01-01 06:00:00,05:57:00,-3.0,08:25:00,08:27:00,2.0,145.0,150.0,0
B6,FLL,JFK,2015-01-01 06:00:00,06:10:00,10.0,08:43:00,09:00:00,17.0,163.0,170.0,1
B6,SJU,JFK,2015-01-01 06:00:00,06:27:00,27.0,09:02:00,10:01:00,59.0,242.0,274.0,1
B6,BOS,DCA,2015-01-01 06:00:00,05:52:00,-8.0,07:47:00,07:24:00,-23.0,107.0,92.0,0
EV,TYS,DFW,2015-01-01 06:00:00,05:59:00,-1.0,07:35:00,07:45:00,10.0,155.0,166.0,0
EV,MHT,ORD,2015-01-01 06:00:00,05:55:00,-5.0,07:53:00,07:49:00,-4.0,173.0,174.0,0
EV,SAV,EWR,2015-01-01 06:00:00,07:26:00,86.0,08:06:00,09:31:00,85.0,126.0,125.0,2
EV,MEM,EWR,2015-01-01 06:00:00,05:52:00,-8.0,09:38:00,09:18:00,-20.0,158.0,146.0,0
EV,CLT,ORD,2015-01-01 06:00:00,05:59:00,-1.0,07:03:00,07:21:00,18.0,123.0,142.0,0
EV,TYS,IAD,2015-01-01 06:00:00,05:53:00,-7.0,07:25:00,07:23:00,-2.0,85.0,90.0,0
EV,GRB,ORD,2015-01-01 06:00:00,05:56:00,-4.0,07:03:00,06:53:00,-10.0,63.0,57.0,0
EV,ABE,DTW,2015-01-01 06:00:00,05:52:00,-8.0,07:53:00,07:33:00,-20.0,113.0,101.0,0
EV,JAN,ATL,2015-01-01 06:00:00,05:59:00,-1.0,08:19:00,08:09:00,-10.0,79.0,70.0,0
EV,OAJ,ATL,2015-01-01 06:00:00,05:52:00,-8.0,07:32:00,07:29:00,-3.0,92.0,97.0,0
EV,FAR,ORD,2015-01-01 06:00:00,06:03:00,3.0,08:03:00,08:03:00,0.0,123.0,120.0,0
EV,JAN,ORD,2015-01-01 06:00:00,05:56:00,-4.0,08:14:00,07:55:00,-19.0,134.0,119.0,0
EV,ERI,ORD,2015-01-01 06:00:00,06:16:00,16.0,06:32:00,06:51:00,19.0,92.0,95.0,1
EV,ATW,ORD,2015-01-01 06:00:00,06:00:00,0.0,07:03:00,07:03:00,0.0,63.0,63.0,0
EV,LEX,ORD,2015-01-01 06:00:00,05:56:00,-4.0,06:30:00,06:19:00,-11.0,90.0,83.0,0
EV,CWA,ORD,2015-01-01 06:00:00,05:50:00,-10.0,07:16:00,07:13:00,-3.0,76.0,83.0,0
F9,CLE,FLL,2015-01-01 06:00:00,05:56:00,-4.0,08:55:00,08:33:00,-22.0,175.0,157.0,0
F9,IAH,SFO,2015-01-01 06:00:00,05:52:00,-8.0,08:20:00,08:14:00,-6.0,260.0,262.0,0
F9,SEA,DEN,2015-01-01 06:00:00,06:05:00,5.0,09:33:00,09:33:00,0.0,153.0,148.0,0
F9,SFO,IAH,2015-01-01 06:00:00,05:52:00,-8.0,11:45:00,11:46:00,1.0,225.0,234.0,0
F9,TTN,ATL,2015-01-01 06:00:00,05:57:00,-3.0,08:19:00,08:08:00,-11.0,139.0,131.0,0
F9,ATL,TTN,2015-01-01 06:00:00,06:19:00,19.0,07:50:00,08:14:00,24.0,110.0,115.0,1
HA,HNL,ITO,2015-01-01 06:00:00,05:53:00,-7.0,06:50:00,06:46:00,-4.0,50.0,53.0,0
MQ,RDU,JFK,2015-01-01 06:00:00,05:55:00,-5.0,07:35:00,07:38:00,3.0,95.0,103.0,0
MQ,CVG,MIA,2015-01-01 06:00:00,05:56:00,-4.0,08:33:00,08:26:00,-7.0,153.0,150.0,0
MQ,PNS,MIA,2015-01-01 06:00:00,05:55:00,-5.0,08:43:00,08:31:00,-12.0,103.0,96.0,0
MQ,BHM,MIA,2015-01-01 06:00:00,06:00:00,0.0,08:57:00,08:52:00,-5.0,117.0,112.0,0
NK,OAK,LAS,2015-01-01 06:00:00,05:51:00,-9.0,07:23:00,07:15:00,-8.0,83.0,84.0,0
NK,DFW,OAK,2015-01-01 06:00:00,06:00:00,0.0,07:58:00,07:29:00,-29.0,238.0,209.0,0
NK,ACY,RSW,2015-01-01 06:00:00,07:42:00,102.0,08:51:00,10:17:00,86.0,171.0,155.0,2
NK,DTW,LGA,2015-01-01 06:00:00,05:58:00,-2.0,07:38:00,08:36:00,58.0,98.0,158.0,0
NK,DFW,FLL,2015-01-01 06:00:00,06:03:00,3.0,09:39:00,10:14:00,35.0,159.0,191.0,0
OO,SMF,LAX,2015-01-01 06:00:00,05:51:00,-9.0,07:30:00,07:28:00,-2.0,90.0,97.0,0
OO,RAP,DEN,2015-01-01 06:00:00,06:00:00,0.0,07:22:00,07:30:00,8.0,82.0,90.0,0
OO,TUS,SFO,2015-01-01 06:00:00,06:04:00,4.0,07:14:00,07:20:00,6.0,134.0,136.0,0
OO,EAU,ORD,2015-01-01 06:00:00,05:52:00,-8.0,07:19:00,06:50:00,-29.0,79.0,58.0,0
OO,DLH,ORD,2015-01-01 06:00:00,05:56:00,-4.0,07:36:00,07:32:00,-4.0,96.0,96.0,0
OO,FSD,ORD,2015-01-01 06:00:00,05:57:00,-3.0,07:36:00,07:38:00,2.0,96.0,101.0,0
OO,AUS,SFO,2015-01-01 06:00:00,05:56:00,-4.0,08:09:00,07:53:00,-16.0,249.0,237.0,0
OO,FAT,SEA,2015-01-01 06:00:00,05:57:00,-3.0,08:10:00,08:13:00,3.0,130.0,136.0,0
OO,ONT,PDX,2015-01-01 06:00:00,05:50:00,-10.0,08:27:00,08:08:00,-19.0,147.0,138.0,0
OO,INL,BRD,2015-01-01 06:00:00,05:50:00,-10.0,06:58:00,06:55:00,-3.0,58.0,65.0,0
OO,BOI,LAX,2015-01-01 06:00:00,06:39:00,39.0,07:10:00,07:40:00,30.0,130.0,121.0,1
OO,SPI,ORD,2015-01-01 06:00:00,06:04:00,4.0,07:04:00,07:09:00,5.0,64.0,65.0,0
OO,CLD,LAX,2015-01-01 06:00:00,06:54:00,54.0,06:51:00,08:19:00,88.0,51.0,85.0,2
OO,COD,DEN,2015-01-01 06:00:00,05:59:00,-1.0,07:33:00,07:32:00,-1.0,93.0,93.0,0
OO,FAT,SFO,2015-01-01 06:00:00,06:00:00,0.0,07:14:00,07:21:00,7.0,74.0,81.0,0
MQ,CMH,MIA,2015-01-01 06:00:00,05:55:00,-5.0,08:46:00,08:35:00,-11.0,166.0,160.0,0
OO,PSC,DEN,2015-01-01 06:00:00,06:01:00,1.0,09:22:00,09:26:00,4.0,142.0,145.0,0
OO,CPR,DEN,2015-01-01 06:00:00,06:04:00,4.0,07:12:00,07:21:00,9.0,72.0,77.0,0
OO,ACV,SFO,2015-01-01 06:00:00,05:50:00,-10.0,07:23:00,07:33:00,10.0,83.0,103.0,0
OO,DAL,IAH,2015-01-01 06:00:00,06:22:00,22.0,07:08:00,07:20:00,12.0,68.0,58.0,1
OO,PAH,ORD,2015-01-01 06:00:00,05:51:00,-9.0,07:33:00,07:10:00,-23.0,93.0,79.0,0
OO,PSC,SFO,2015-01-01 06:00:00,05:56:00,-4.0,08:07:00,08:06:00,-1.0,127.0,130.0,0
OO,CID,ORD,2015-01-01 06:00:00,06:10:00,10.0,07:08:00,07:07:00,-1.0,68.0,57.0,1
OO,EUG,SFO,2015-01-01 06:00:00,05:57:00,-3.0,07:36:00,07:29:00,-7.0,96.0,92.0,0
OO,DFW,DEN,2015-01-01 06:00:00,05:56:00,-4.0,07:05:00,07:14:00,9.0,125.0,138.0,0
OO,MRY,SFO,2015-01-01 06:00:00,05:55:00,-5.0,06:46:00,06:34:00,-12.0,46.0,39.0,0
OO,SLC,LAX,2015-01-01 06:00:00,06:04:00,4.0,07:12:00,07:06:00,-6.0,132.0,122.0,0
OO,ESC,DTW,2015-01-01 06:00:00,05:58:00,-2.0,07:27:00,07:06:00,-21.0,87.0,68.0,0
OO,MFR,SFO,2015-01-01 06:00:00,05:57:00,-3.0,07:29:00,07:23:00,-6.0,89.0,86.0,0
OO,FAT,DEN,2015-01-01 06:00:00,05:59:00,-1.0,09:25:00,09:58:00,33.0,145.0,179.0,0
UA,SFO,EWR,2015-01-01 06:01:00,05:52:00,-9.0,14:32:00,14:09:00,-23.0,331.0,317.0,0
UA,LAS,IAH,2015-01-01 06:01:00,06:01:00,0.0,10:56:00,10:49:00,-7.0,175.0,168.0,0
UA,EWR,SFO,2015-01-01 06:01:00,06:02:00,1.0,09:40:00,09:20:00,-20.0,399.0,378.0,0
EV,ISN,DEN,2015-01-01 06:01:00,05:59:00,-2.0,07:10:00,07:01:00,-9.0,129.0,122.0,0
HA,HNL,LIH,2015-01-01 06:01:00,05:57:00,-4.0,06:38:00,06:36:00,-2.0,37.0,39.0,0
OO,PSP,SFO,2015-01-01 06:01:00,06:32:00,31.0,07:35:00,07:52:00,17.0,94.0,80.0,1
OO,PSP,DEN,2015-01-01 06:01:00,08:12:00,131.0,09:12:00,11:36:00,144.0,131.0,144.0,2
UA,SAT,IAH,2015-01-01 06:02:00,06:10:00,8.0,07:00:00,07:00:00,0.0,58.0,50.0,1
UA,LAX,EWR,2015-01-01 06:03:00,06:03:00,0.0,14:22:00,13:50:00,-32.0,319.0,287.0,0
UA,LAX,SFO,2015-01-01 06:03:00,06:01:00,-2.0,07:30:00,07:16:00,-14.0,87.0,75.0,0
EV,CLE,IAD,2015-01-01 06:03:00,05:58:00,-5.0,07:25:00,07:24:00,-1.0,82.0,86.0,0
EV,CAE,IAD,2015-01-01 06:03:00,06:05:00,2.0,07:25:00,07:32:00,7.0,82.0,87.0,0
F9,PHX,DEN,2015-01-01 06:03:00,06:03:00,0.0,07:50:00,07:54:00,4.0,107.0,111.0,0
UA,SMF,IAH,2015-01-01 06:05:00,06:13:00,8.0,11:41:00,12:00:00,19.0,216.0,227.0,1
UA,JFK,SFO,2015-01-01 06:05:00,06:05:00,0.0,09:49:00,09:45:00,-4.0,404.0,400.0,0
US,BOS,PHX,2015-01-01 06:05:00,06:14:00,9.0,10:14:00,10:27:00,13.0,369.0,373.0,1
US,BOS,CLT,2015-01-01 06:05:00,06:01:00,-4.0,08:32:00,08:29:00,-3.0,147.0,148.0,0
US,DTW,MIA,2015-01-01 06:05:00,06:01:00,-4.0,09:11:00,08:45:00,-26.0,186.0,164.0,0
UA,FLL,EWR,2015-01-01 06:05:00,06:00:00,-5.0,08:59:00,08:49:00,-10.0,174.0,169.0,0
WN,GEG,DEN,2015-01-01 06:05:00,06:04:00,-1.0,09:25:00,09:16:00,-9.0,140.0,132.0,0
WN,SAT,STL,2015-01-01 06:05:00,05:59:00,-6.0,08:05:00,07:43:00,-22.0,120.0,104.0,0
WN,ONT,DEN,2015-01-01 06:05:00,06:09:00,4.0,09:25:00,09:25:00,0.0,140.0,136.0,0
UA,CLE,EWR,2015-01-01 06:05:00,06:02:00,-3.0,07:36:00,07:15:00,-21.0,91.0,73.0,0
US,DFW,PHX,2015-01-01 06:05:00,06:12:00,7.0,07:42:00,07:50:00,8.0,157.0,158.0,1
AA,STL,DFW,2015-01-01 06:05:00,05:57:00,-8.0,08:05:00,07:48:00,-17.0,120.0,111.0,0
AA,SJU,MIA,2015-01-01 06:05:00,05:57:00,-8.0,07:50:00,08:01:00,11.0,165.0,184.0,0
AA,MKE,DFW,2015-01-01 06:05:00,06:05:00,0.0,09:00:00,08:49:00,-11.0,175.0,164.0,0
AS,SEA,SFO,2015-01-01 06:05:00,06:02:00,-3.0,08:10:00,08:07:00,-3.0,125.0,125.0,0
AS,SEA,LAS,2015-01-01 06:05:00,06:02:00,-3.0,08:25:00,08:25:00,0.0,140.0,143.0,0
B6,BTV,JFK,2015-01-01 06:05:00,05:53:00,-12.0,07:33:00,07:17:00,-16.0,88.0,84.0,0
B6,JFK,FLL,2015-01-01 06:05:00,06:03:00,-2.0,09:13:00,09:11:00,-2.0,188.0,188.0,0
B6,SFO,LGB,2015-01-01 06:05:00,05:57:00,-8.0,07:26:00,07:12:00,-14.0,81.0,75.0,0
B6,PBI,BOS,2015-01-01 06:05:00,06:21:00,16.0,08:57:00,09:25:00,28.0,172.0,184.0,1
B6,MCO,JFK,2015-01-01 06:05:00,06:00:00,-5.0,08:31:00,08:41:00,10.0,146.0,161.0,0
B6,SJU,MCO,2015-01-01 06:05:00,07:38:00,93.0,08:13:00,09:41:00,88.0,188.0,183.0,2
DL,BDL,ATL,2015-01-01 06:05:00,06:01:00,-4.0,08:57:00,08:31:00,-26.0,172.0,150.0,0
DL,RDU,ATL,2015-01-01 06:05:00,07:01:00,56.0,07:35:00,08:14:00,39.0,90.0,73.0,2
DL,SFO,SLC,2015-01-01 06:05:00,06:04:00,-1.0,08:54:00,08:52:00,-2.0,109.0,108.0,0
EV,TUS,IAH,2015-01-01 06:05:00,06:13:00,8.0,09:27:00,09:46:00,19.0,142.0,153.0,1
EV,PIA,ATL,2015-01-01 06:05:00,06:00:00,-5.0,09:01:00,08:37:00,-24.0,116.0,97.0,0
F9,IND,DEN,2015-01-01 06:05:00,05:56:00,-9.0,07:02:00,06:43:00,-19.0,177.0,167.0,0
F9,MCI,DEN,2015-01-01 06:05:00,06:07:00,2.0,06:54:00,07:00:00,6.0,109.0,113.0,0
F9,DFW,DEN,2015-01-01 06:05:00,07:02:00,57.0,07:07:00,07:59:00,52.0,122.0,117.0,2
HA,HNL,OGG,2015-01-01 06:05:00,06:00:00,-5.0,06:41:00,06:40:00,-1.0,36.0,40.0,0
OO,OKC,LAX,2015-01-01 06:05:00,06:02:00,-3.0,07:24:00,07:33:00,9.0,199.0,211.0,0
OO,FAR,DEN,2015-01-01 06:05:00,06:10:00,5.0,07:26:00,07:23:00,-3.0,141.0,133.0,0
UA,SFO,IAH,2015-01-01 06:06:00,06:01:00,-5.0,11:59:00,11:57:00,-2.0,233.0,236.0,0
UA,EWR,FLL,2015-01-01 06:06:00,05:58:00,-8.0,09:15:00,08:38:00,-37.0,189.0,160.0,0
OO,MTJ,DEN,2015-01-01 06:06:00,05:59:00,-7.0,07:15:00,07:17:00,2.0,69.0,78.0,0
NK,RSW,DTW,2015-01-01 06:07:00,06:01:00,-6.0,08:53:00,09:00:00,7.0,166.0,179.0,0
OO,GCC,RKS,2015-01-01 06:07:00,06:02:00,-5.0,07:24:00,07:15:00,-9.0,77.0,73.0,0
UA,MSY,EWR,2015-01-01 06:08:00,06:06:00,-2.0,10:00:00,09:46:00,-14.0,172.0,160.0,0
UA,ORD,MCO,2015-01-01 06:08:00,06:03:00,-5.0,09:51:00,09:30:00,-21.0,163.0,147.0,0
EV,RIC,ORD,2015-01-01 06:08:00,06:08:00,0.0,07:25:00,07:29:00,4.0,137.0,141.0,0
OO,RDM,SFO,2015-01-01 06:08:00,05:59:00,-9.0,07:50:00,07:27:00,-23.0,102.0,88.0,0
HA,OGG,HNL,2015-01-01 06:09:00,06:01:00,-8.0,06:41:00,06:37:00,-4.0,32.0,36.0,0
OO,SJC,SLC,2015-01-01 06:09:00,05:59:00,-10.0,09:11:00,09:23:00,12.0,122.0,144.0,0
OO,ORD,MBS,2015-01-01 06:10:00,06:07:00,-3.0,08:16:00,08:03:00,-13.0,66.0,56.0,0
US,EWR,CLT,2015-01-01 06:10:00,06:16:00,6.0,08:11:00,08:26:00,15.0,121.0,130.0,1
WN,PHX,BWI,2015-01-01 06:10:00,06:10:00,0.0,12:20:00,11:56:00,-24.0,250.0,226.0,0
UA,SEA,IAD,2015-01-01 06:10:00,06:05:00,-5.0,14:04:00,13:35:00,-29.0,294.0,270.0,0
UA,LAS,SFO,2015-01-01 06:10:00,06:06:00,-4.0,07:46:00,07:26:00,-20.0,96.0,80.0,0
AA,DFW,MIA,2015-01-01 06:10:00,06:03:00,-7.0,09:53:00,09:35:00,-18.0,163.0,152.0,0
AA,PHX,DFW,2015-01-01 06:10:00,06:03:00,-7.0,09:25:00,09:19:00,-6.0,135.0,136.0,0
AA,BOS,MIA,2015-01-01 06:10:00,06:05:00,-5.0,09:46:00,09:29:00,-17.0,216.0,204.0,0
AA,LAX,STL,2015-01-01 06:10:00,06:09:00,-1.0,11:45:00,11:34:00,-11.0,215.0,205.0,0
AS,OAK,SEA,2015-01-01 06:10:00,06:08:00,-2.0,08:09:00,08:01:00,-8.0,119.0,113.0,0
AS,SEA,LAX,2015-01-01 06:10:00,06:11:00,1.0,08:45:00,08:41:00,-4.0,155.0,150.0,0
B6,BOS,IAD,2015-01-01 06:10:00,06:03:00,-7.0,08:01:00,07:37:00,-24.0,111.0,94.0,0
B6,LAX,JFK,2015-01-01 06:10:00,06:20:00,10.0,14:24:00,14:13:00,-11.0,314.0,293.0,1
B6,DCA,FLL,2015-01-01 06:10:00,06:03:00,-7.0,08:45:00,08:31:00,-14.0,155.0,148.0,0
B6,DTW,BOS,2015-01-01 06:10:00,06:03:00,-7.0,08:08:00,07:33:00,-35.0,118.0,90.0,0
AA,BNA,LAX,2015-01-01 06:10:00,06:07:00,-3.0,08:55:00,08:47:00,-8.0,285.0,280.0,0
DL,PHL,ATL,2015-01-01 06:10:00,06:08:00,-2.0,08:45:00,08:14:00,-31.0,155.0,126.0,0
DL,PHX,MSP,2015-01-01 06:10:00,07:56:00,106.0,10:16:00,11:49:00,93.0,186.0,173.0,2
B6,SJU,FLL,2015-01-01 06:10:00,06:25:00,15.0,07:53:00,08:12:00,19.0,163.0,167.0,1
EV,VPS,IAH,2015-01-01 06:10:00,06:07:00,-3.0,08:09:00,08:06:00,-3.0,119.0,119.0,0
EV,GUC,DEN,2015-01-01 06:10:00,06:17:00,7.0,07:09:00,07:21:00,12.0,59.0,64.0,1
F9,MIA,LGA,2015-01-01 06:10:00,06:48:00,38.0,09:05:00,09:45:00,40.0,175.0,177.0,1
MQ,RIC,MIA,2015-01-01 06:10:00,06:09:00,-1.0,08:51:00,08:36:00,-15.0,161.0,147.0,0
MQ,DTW,LGA,2015-01-01 06:10:00,06:03:00,-7.0,07:55:00,07:30:00,-25.0,105.0,87.0,0
MQ,ORF,MIA,2015-01-01 06:10:00,06:05:00,-5.0,08:46:00,08:42:00,-4.0,156.0,157.0,0
OO,MOT,DEN,2015-01-01 06:10:00,06:00:00,-10.0,07:23:00,06:54:00,-29.0,133.0,114.0,0
AA,STL,MIA,2015-01-01 06:11:00,06:03:00,-8.0,10:00:00,09:32:00,-28.0,169.0,149.0,0
B6,BOS,FLL,2015-01-01 06:11:00,06:07:00,-4.0,09:44:00,09:24:00,-20.0,213.0,197.0,0
EV,MLU,IAH,2015-01-01 06:12:00,06:41:00,29.0,07:25:00,07:53:00,28.0,73.0,72.0,1
NK,LAX,LAS,2015-01-01 06:13:00,06:08:00,-5.0,07:21:00,07:12:00,-9.0,68.0,64.0,0
UA,PDX,ORD,2015-01-01 06:14:00,06:12:00,-2.0,12:09:00,11:56:00,-13.0,235.0,224.0,0
B6,JFK,SJU,2015-01-01 06:14:00,06:12:00,-2.0,10:57:00,10:34:00,-23.0,223.0,202.0,0
HA,KOA,HNL,2015-01-01 06:14:00,06:20:00,6.0,06:56:00,07:07:00,11.0,42.0,47.0,1
OO,EUG,SLC,2015-01-01 06:14:00,06:07:00,-7.0,09:09:00,08:59:00,-10.0,115.0,112.0,0
US,RNO,PHX,2015-01-01 06:15:00,06:05:00,-10.0,09:02:00,08:57:00,-5.0,107.0,112.0,0
US,PHX,CLT,2015-01-01 06:15:00,06:29:00,14.0,12:03:00,11:56:00,-7.0,228.0,207.0,1
WN,CMH,ATL,2015-01-01 06:15:00,08:31:00,136.0,08:05:00,10:01:00,116.0,110.0,90.0,2
WN,HOU,ATL,2015-01-01 06:15:00,06:12:00,-3.0,09:05:00,08:58:00,-7.0,110.0,106.0,0
WN,HOU,PHX,2015-01-01 06:15:00,06:13:00,-2.0,08:10:00,08:06:00,-4.0,175.0,173.0,0
AA,BOS,JFK,2015-01-01 06:15:00,06:13:00,-2.0,07:30:00,07:17:00,-13.0,75.0,64.0,0
AA,MSP,DFW,2015-01-01 06:15:00,06:18:00,3.0,09:00:00,08:54:00,-6.0,165.0,156.0,0
AS,SEA,SNA,2015-01-01 06:15:00,06:09:00,-6.0,08:50:00,08:45:00,-5.0,155.0,156.0,0
B6,BDL,DCA,2015-01-01 06:15:00,06:07:00,-8.0,07:55:00,07:32:00,-23.0,100.0,85.0,0
B6,SJU,BOS,2015-01-01 06:15:00,07:31:00,76.0,09:22:00,10:52:00,90.0,247.0,261.0,2
B6,FLL,EWR,2015-01-01 06:15:00,06:15:00,0.0,09:00:00,09:08:00,8.0,165.0,173.0,0
DL,MOB,ATL,2015-01-01 06:15:00,06:13:00,-2.0,08:23:00,08:10:00,-13.0,68.0,57.0,0
DL,SAN,SLC,2015-01-01 06:15:00,06:11:00,-4.0,09:16:00,09:06:00,-10.0,121.0,115.0,0
DL,LAS,SLC,2015-01-01 06:15:00,06:09:00,-6.0,08:41:00,08:28:00,-13.0,86.0,79.0,0
DL,DCA,DTW,2015-01-01 06:15:00,06:09:00,-6.0,07:55:00,07:58:00,3.0,100.0,109.0,0
DL,SMF,SLC,2015-01-01 06:15:00,06:08:00,-7.0,08:53:00,09:09:00,16.0,98.0,121.0,0
DL,DEN,DTW,2015-01-01 06:15:00,06:13:00,-2.0,11:19:00,10:35:00,-44.0,184.0,142.0,0
DL,SFO,ATL,2015-01-01 06:15:00,06:16:00,1.0,13:45:00,13:42:00,-3.0,270.0,266.0,0
DL,LGA,MSP,2015-01-01 06:15:00,06:11:00,-4.0,08:24:00,08:20:00,-4.0,189.0,189.0,0
EV,LAW,DFW,2015-01-01 06:15:00,12:19:00,364.0,07:10:00,13:26:00,376.0,55.0,67.0,2
EV,BRO,DFW,2015-01-01 06:15:00,06:04:00,-11.0,07:50:00,07:26:00,-24.0,95.0,82.0,0
EV,PIB,MEI,2015-01-01 06:15:00,06:07:00,-8.0,07:00:00,06:49:00,-11.0,45.0,42.0,0
EV,CHS,IAH,2015-01-01 06:15:00,06:23:00,8.0,08:07:00,08:43:00,36.0,172.0,200.0,1
EV,MEM,IAH,2015-01-01 06:15:00,06:21:00,6.0,08:05:00,08:14:00,9.0,110.0,113.0,1
EV,MGM,ATL,2015-01-01 06:15:00,06:09:00,-6.0,08:06:00,07:54:00,-12.0,51.0,45.0,0
F9,SLC,DEN,2015-01-01 06:15:00,06:17:00,2.0,07:47:00,08:01:00,14.0,92.0,104.0,0
F9,OMA,DEN,2015-01-01 06:15:00,06:09:00,-6.0,07:00:00,06:48:00,-12.0,105.0,99.0,0
MQ,DCA,JFK,2015-01-01 06:15:00,08:59:00,164.0,07:18:00,09:59:00,161.0,63.0,60.0,2
